Open,High,Low,Close,short_ma,long_ma,rsi,macd,macd_hist,macd_signal,Close_pct_change
1649.55,1701.48,1649.55,1701.47,1766.34,2096.33,57.51,-35.0,33.57,-68.57,0.0
1690.21,1707.43,1651.24,1703.4,1759.83,2093.19,57.68,-23.59,35.98,-59.57,-0.0
1684.04,1698.24,1663.78,1696.31,1753.4,2089.97,56.75,-14.95,35.7,-50.65,2.0
1704.75,1722.85,1690.54,1722.07,1747.3,2085.99,59.33,-5.96,35.75,-41.71,-4.0
1752.94,1754.01,1646.34,1646.34,1738.86,2081.76,49.92,-4.88,29.46,-34.34,0.0
1648.69,1668.0,1634.72,1652.72,1730.16,2077.32,50.63,-3.47,24.7,-28.17,1.0
1644.49,1675.2,1628.24,1671.31,1722.26,2072.89,52.73,-0.85,21.86,-22.71,2.0
1666.08,1708.09,1660.22,1708.08,1715.74,2069.08,56.66,4.15,21.48,-17.34,-0.0
1720.54,1739.47,1695.22,1704.44,1709.27,2066.14,56.17,7.73,20.05,-12.32,2.0
1707.52,1736.17,1697.69,1731.54,1704.58,2061.72,59.05,12.61,19.94,-7.34,3.0
1708.49,1775.51,1683.61,1775.47,1700.82,2057.76,63.28,19.79,21.7,-1.91,-0.0
1763.78,1792.87,1763.0,1768.96,1697.07,2054.57,62.25,24.67,21.27,3.41,-4.0
1763.42,1767.97,1699.4,1699.52,1691.41,2051.08,52.49,22.68,15.42,7.26,-2.0
1682.3,1686.68,1646.3,1667.41,1685.47,2047.22,48.69,18.29,8.83,9.47,1.0
